repository name,repository URL,upstream/original URL where available,last updated date,reason for deletion
A2A-MCP-ADK-Integration,https://github.com/Ibraheemolasupogit/A2A-MCP-ADK-Integration,https://github.com/Ashwinikumar1/A2A-MCP-ADK-Integration,2025-07-23T03:52:18Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
a2a-python,https://github.com/Ibraheemolasupogit/a2a-python,https://github.com/a2aproject/a2a-python,2025-07-23T03:53:11Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
a2a-samples,https://github.com/Ibraheemolasupogit/a2a-samples,https://github.com/a2aproject/a2a-samples,2025-07-23T03:51:20Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ab-testing-at-edge,https://github.com/Ibraheemolasupogit/ab-testing-at-edge,https://github.com/aws-samples/ab-testing-at-edge,2025-07-23T06:48:54Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
academicpages.github.io,https://github.com/Ibraheemolasupogit/academicpages.github.io,https://github.com/academicpages/academicpages.github.io,2025-08-29T09:35:52Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Academind-react-complete-guide-code,https://github.com/Ibraheemolasupogit/Academind-react-complete-guide-code,https://github.com/academind/react-complete-guide-code,2025-06-29T10:57:25Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Accelerate-Agentic-AI-DW-200-Agentic,https://github.com/Ibraheemolasupogit/Accelerate-Agentic-AI-DW-200-Agentic,https://github.com/Cloud-Authority/Accelerate-Agentic-AI,2026-05-03T22:23:30Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Accident-and-Emergency-A-E-Forecasting,https://github.com/Ibraheemolasupogit/Accident-and-Emergency-A-E-Forecasting,https://github.com/facebook/prophet,2025-06-30T14:59:41Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
agent-framework,https://github.com/Ibraheemolasupogit/agent-framework,https://github.com/microsoft/agent-framework,2025-10-10T07:39:15Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
agent-innovator-lab,https://github.com/Ibraheemolasupogit/agent-innovator-lab,https://github.com/Azure/agent-innovator-lab,2025-08-07T13:42:38Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
agentic-ai-lab-foundry,https://github.com/Ibraheemolasupogit/agentic-ai-lab-foundry,https://github.com/microsoft/agentic-ai-lab,2026-03-10T15:21:38Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AI-102-AIEngineer,https://github.com/Ibraheemolasupogit/AI-102-AIEngineer,https://github.com/MicrosoftLearning/AI-102-AIEngineer,2025-07-29T23:02:10Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ai-agents-for-beginners,https://github.com/Ibraheemolasupogit/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,2025-08-07T13:37:35Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AI-For-Beginners,https://github.com/Ibraheemolasupogit/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,2025-08-13T17:30:23Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ai-gov-uk-website,https://github.com/Ibraheemolasupogit/ai-gov-uk-website,https://github.com/i-dot-ai/ai-gov-uk-website-archive,2025-08-21T10:30:22Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ai-infra-cluster-provisioning,https://github.com/Ibraheemolasupogit/ai-infra-cluster-provisioning,https://github.com/GoogleCloudPlatform/ai-infra-cluster-provisioning,2025-07-23T03:40:36Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ai-platform-samples,https://github.com/Ibraheemolasupogit/ai-platform-samples,https://github.com/GoogleCloudPlatform/ai-platform-samples,2025-07-30T16:14:50Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AI-PredictiveMaintenance,https://github.com/Ibraheemolasupogit/AI-PredictiveMaintenance,https://github.com/Azure/AI-PredictiveMaintenance,2025-07-22T15:09:29Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Air-Passenger-Count-Prediction-Aircraft,https://github.com/Ibraheemolasupogit/Air-Passenger-Count-Prediction-Aircraft,https://github.com/ShravyaD-coder/Air-Passenger-Count-Prediction,2025-08-06T15:50:44Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Air-traffic-atdelay-Aircraft,https://github.com/Ibraheemolasupogit/Air-traffic-atdelay-Aircraft,https://github.com/junzis/atdelay,2025-08-06T15:49:36Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ALZ-Bicep,https://github.com/Ibraheemolasupogit/ALZ-Bicep,https://github.com/Azure/ALZ-Bicep,2025-08-22T21:44:36Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-bedrock-agents-healthcare-lifesciences,https://github.com/Ibraheemolasupogit/amazon-bedrock-agents-healthcare-lifesciences,https://github.com/aws-samples/amazon-bedrock-agents-healthcare-lifesciences,2025-07-11T10:00:13Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-bedrock-rag,https://github.com/Ibraheemolasupogit/amazon-bedrock-rag,https://github.com/aws-samples/amazon-bedrock-rag,2025-12-15T19:38:52Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-bedrock-samples,https://github.com/Ibraheemolasupogit/amazon-bedrock-samples,https://github.com/aws-samples/amazon-bedrock-samples,2025-07-11T10:07:21Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-codewhisperer-workshop,https://github.com/Ibraheemolasupogit/amazon-codewhisperer-workshop,https://github.com/aws-samples/amazon-codewhisperer-workshop,2025-07-20T04:51:26Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-dynamodb-labs,https://github.com/Ibraheemolasupogit/amazon-dynamodb-labs,https://github.com/aws-samples/amazon-dynamodb-labs,2025-07-10T02:01:59Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-ec2-nice-dcv-semiconductor-wafer-data_MATLAB,https://github.com/Ibraheemolasupogit/amazon-ec2-nice-dcv-semiconductor-wafer-data_MATLAB,https://github.com/aws-samples/amazon-ec2-nice-dcv-semiconductor-wafer-data,2025-07-23T22:38:20Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-mlops-example-tensorflow,https://github.com/Ibraheemolasupogit/amazon-mlops-example-tensorflow,https://github.com/aws-samples/amazon-mlops-example-tensorflow,2025-08-31T17:33:50Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-mwaa-examples,https://github.com/Ibraheemolasupogit/amazon-mwaa-examples,https://github.com/aws-samples/amazon-mwaa-examples,2025-07-09T11:38:15Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-nova-samples,https://github.com/Ibraheemolasupogit/amazon-nova-samples,https://github.com/aws-samples/amazon-nova-samples,2025-07-20T08:27:10Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-personalize-samples,https://github.com/Ibraheemolasupogit/amazon-personalize-samples,https://github.com/aws-samples/amazon-personalize-samples,2025-07-19T16:30:10Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-redshift-udfs,https://github.com/Ibraheemolasupogit/amazon-redshift-udfs,https://github.com/aws-samples/amazon-redshift-udfs,2025-07-20T19:31:25Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-rekognition-virtual-proctor,https://github.com/Ibraheemolasupogit/amazon-rekognition-virtual-proctor,https://github.com/aws-samples/amazon-rekognition-virtual-proctor,2025-07-19T16:09:24Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-sagemaker-ab-testing-pipeline,https://github.com/Ibraheemolasupogit/amazon-sagemaker-ab-testing-pipeline,https://github.com/aws-samples/amazon-sagemaker-ab-testing-pipeline,2025-07-23T06:49:18Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-sagemaker-examples,https://github.com/Ibraheemolasupogit/amazon-sagemaker-examples,https://github.com/aws/amazon-sagemaker-examples,2025-12-25T15:13:02Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-sagemaker-generativeai,https://github.com/Ibraheemolasupogit/amazon-sagemaker-generativeai,https://github.com/aws-samples/amazon-sagemaker-generativeai,2025-07-09T13:59:44Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-sagemaker-predictive-maintenance,https://github.com/Ibraheemolasupogit/amazon-sagemaker-predictive-maintenance,https://github.com/aws-samples/amazon-sagemaker-predictive-maintenance,2025-07-22T15:07:24Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-textract-textractor,https://github.com/Ibraheemolasupogit/amazon-textract-textractor,https://github.com/aws-samples/amazon-textract-textractor,2025-07-19T16:12:25Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
amazon-transcribe-live-call-analytics,https://github.com/Ibraheemolasupogit/amazon-transcribe-live-call-analytics,https://github.com/aws-samples/amazon-transcribe-live-call-analytics,2025-07-19T16:18:34Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Amazon-Translate-document-translation,https://github.com/Ibraheemolasupogit/Amazon-Translate-document-translation,https://github.com/aws-samples/document-translation,2025-07-19T16:27:47Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ambulance_response_times_and_handover_delays,https://github.com/Ibraheemolasupogit/ambulance_response_times_and_handover_delays,https://github.com/nhsengland/ambulance_response_times_and_handover_delays,2025-08-20T13:58:00Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ambulance-DES,https://github.com/Ibraheemolasupogit/ambulance-DES,https://github.com/nhsx/ambulance-DES,2025-08-20T13:59:12Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
analytical-data-style-guide-SW,https://github.com/Ibraheemolasupogit/analytical-data-style-guide-SW,https://github.com/nhsengland/analytical-data-style-guide-SW,2025-08-20T13:54:43Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
ansible,https://github.com/Ibraheemolasupogit/ansible,https://github.com/Abdulexcel/ansible,2025-08-11T21:31:00Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Apache-airflow,https://github.com/Ibraheemolasupogit/Apache-airflow,https://github.com/apache/airflow,2025-08-03T18:41:28Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Apache-arrow,https://github.com/Ibraheemolasupogit/Apache-arrow,https://github.com/Salimahtechy/Apache-arrow,2025-08-08T18:31:59Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Apache-flink,https://github.com/Ibraheemolasupogit/Apache-flink,https://github.com/Salimahtechy/flink,2025-08-07T16:22:07Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Apache-hadoop,https://github.com/Ibraheemolasupogit/Apache-hadoop,https://github.com/apache/hadoop,2025-08-06T14:12:04Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Apache-kafka,https://github.com/Ibraheemolasupogit/Apache-kafka,https://github.com/apache/kafka,2025-08-06T14:12:59Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Apache-superset,https://github.com/Ibraheemolasupogit/Apache-superset,https://github.com/Salimahtechy/superset,2025-08-06T19:21:36Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
APL-2002-develop-aspnet-core-consumes-api,https://github.com/Ibraheemolasupogit/APL-2002-develop-aspnet-core-consumes-api,https://github.com/MicrosoftLearning/APL-2002-develop-aspnet-core-consumes-api,2025-11-23T17:12:18Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AppliedNLPMaterial,https://github.com/Ibraheemolasupogit/AppliedNLPMaterial,https://github.com/DataScienceHamburg/AppliedNLPMaterial,2025-10-19T04:26:35Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
atomic-red-team,https://github.com/Ibraheemolasupogit/atomic-red-team,https://github.com/redcanaryco/atomic-red-team,2025-08-22T21:45:07Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
attendance_system,https://github.com/Ibraheemolasupogit/attendance_system,https://github.com/datascienceanywhere/attendance_system,2025-08-30T06:51:31Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
au-azure-databricks-cicd,https://github.com/Ibraheemolasupogit/au-azure-databricks-cicd,https://github.com/nhsx/au-azure-databricks-cicd,2025-08-04T11:34:36Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
autogen,https://github.com/Ibraheemolasupogit/autogen,https://github.com/microsoft/autogen,2025-07-31T18:04:03Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
autoscaler,https://github.com/Ibraheemolasupogit/autoscaler,https://github.com/kubernetes/autoscaler,2025-08-28T15:36:00Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
awesome-ai-agents,https://github.com/Ibraheemolasupogit/awesome-ai-agents,https://github.com/e2b-dev/awesome-ai-agents,2025-08-07T13:41:12Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
awesome-ml-for-cybersecurity,https://github.com/Ibraheemolasupogit/awesome-ml-for-cybersecurity,https://github.com/jivoi/awesome-ml-for-cybersecurity,2025-08-22T21:39:21Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
aws-fraud-detector-samples,https://github.com/Ibraheemolasupogit/aws-fraud-detector-samples,https://github.com/aws-samples/aws-fraud-detector-samples,2025-07-19T16:20:21Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
aws-lex-web-ui,https://github.com/Ibraheemolasupogit/aws-lex-web-ui,https://github.com/aws-samples/aws-lex-web-ui,2025-07-19T16:13:23Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
aws-machine-learning-university-accelerated-nlp,https://github.com/Ibraheemolasupogit/aws-machine-learning-university-accelerated-nlp,https://github.com/aws-samples/aws-machine-learning-university-accelerated-nlp,2025-07-20T01:16:13Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
aws-machine-learning-university-Decision-Trees-and-Ensemble-Methods-Class,https://github.com/Ibraheemolasupogit/aws-machine-learning-university-Decision-Trees-and-Ensemble-Methods-Class,https://github.com/aws-samples/aws-machine-learning-university-dte,2025-07-23T06:08:08Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
aws-saa-c03,https://github.com/Ibraheemolasupogit/aws-saa-c03,https://github.com/vicjor/aws-saa-c03,2025-07-09T11:02:07Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
aws-serverless-airline-booking,https://github.com/Ibraheemolasupogit/aws-serverless-airline-booking,https://github.com/aws-samples/aws-serverless-airline-booking,2025-08-06T14:15:25Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
aws-serverless-nlp-comprehend-using-aws-cdk,https://github.com/Ibraheemolasupogit/aws-serverless-nlp-comprehend-using-aws-cdk,https://github.com/aws-samples/aws-serverless-nlp-comprehend-using-aws-cdk,2025-07-19T16:26:29Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ-1008-Administer-Active-Directory-Domain-Services,https://github.com/Ibraheemolasupogit/AZ-1008-Administer-Active-Directory-Domain-Services,https://github.com/MicrosoftLearning/AZ-1008-Administer-Active-Directory-Domain-Services,2025-11-04T15:47:20Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ-104-MicrosoftAzureAdministrator,https://github.com/Ibraheemolasupogit/AZ-104-MicrosoftAzureAdministrator,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator,2025-06-30T11:07:55Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
az-2003-deploy-cloud-native-applications-using-azure-container-apps,https://github.com/Ibraheemolasupogit/az-2003-deploy-cloud-native-applications-using-azure-container-apps,https://github.com/MicrosoftLearning/az-2003-deploy-cloud-native-applications-using-azure-container-apps,2025-11-18T07:46:26Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ-2006-automate-azure-loadtesting-github-actions,https://github.com/Ibraheemolasupogit/AZ-2006-automate-azure-loadtesting-github-actions,https://github.com/MicrosoftLearning/AZ-2006-automate-azure-loadtesting-github-actions,2025-07-13T09:26:47Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ-2007-Accelerate-app-development-by-using-GitHub-Copilot,https://github.com/Ibraheemolasupogit/AZ-2007-Accelerate-app-development-by-using-GitHub-Copilot,https://github.com/MicrosoftLearning/AZ-2007-Accelerate-app-development-by-using-GitHub-Copilot,2025-07-13T09:23:53Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ-204-DevelopingSolutionsforMicrosoftAzure-Devops-Prereq,https://github.com/Ibraheemolasupogit/AZ-204-DevelopingSolutionsforMicrosoftAzure-Devops-Prereq,https://github.com/MicrosoftLearning/AZ-204-DevelopingSolutionsforMicrosoftAzure,2025-08-19T10:18:36Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
az-204-examples,https://github.com/Ibraheemolasupogit/az-204-examples,https://github.com/iveylabs/az-204-examples,2026-01-18T08:04:43Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ-305-DesigningMicrosoftAzureInfrastructureSolutions,https://github.com/Ibraheemolasupogit/AZ-305-DesigningMicrosoftAzureInfrastructureSolutions,https://github.com/MicrosoftLearning/AZ-305-DesigningMicrosoftAzureInfrastructureSolutions,2025-08-25T07:24:44Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions,https://github.com/Ibraheemolasupogit/AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions,https://github.com/MicrosoftLearning/AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions,2025-09-13T04:36:00Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
AZ500-AzureSecurityTechnologies,https://github.com/Ibraheemolasupogit/AZ500-AzureSecurityTechnologies,https://github.com/MicrosoftLearning/AZ500-AzureSecurityTechnologies,2025-09-13T04:43:45Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
azure-ai-agent-lab,https://github.com/Ibraheemolasupogit/azure-ai-agent-lab,https://github.com/tayganr/azure-ai-agent-lab,2025-07-29T17:41:50Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
azure-ai-agents-labs-Agentic-RAG,https://github.com/Ibraheemolasupogit/azure-ai-agents-labs-Agentic-RAG,https://github.com/Azure/azure-ai-agents-labs,2025-12-02T12:35:26Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
azure-devops-mcp,https://github.com/Ibraheemolasupogit/azure-devops-mcp,https://github.com/microsoft/azure-devops-mcp,2025-07-29T22:57:19Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Azure-load-testing,https://github.com/Ibraheemolasupogit/Azure-load-testing,https://github.com/Azure/load-testing,2025-07-24T07:57:57Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Azure-Machine-Learning-Practice-GuidesML-Practice-Guides,https://github.com/Ibraheemolasupogit/Azure-Machine-Learning-Practice-GuidesML-Practice-Guides,https://github.com/nthacker/ML-Practice-Guides,2025-07-02T10:56:03Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
azure-monitor-baseline-alerts,https://github.com/Ibraheemolasupogit/azure-monitor-baseline-alerts,https://github.com/Azure/azure-monitor-baseline-alerts,2025-07-31T04:58:59Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
azure-powershell,https://github.com/Ibraheemolasupogit/azure-powershell,https://github.com/Azure/azure-powershell,2025-09-13T04:41:56Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
azure-search-knowledge-mining,https://github.com/Ibraheemolasupogit/azure-search-knowledge-mining,https://github.com/Azure-Samples/azure-search-knowledge-mining,2025-08-04T04:16:04Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
Azure-Sentinel,https://github.com/Ibraheemolasupogit/Azure-Sentinel,https://github.com/Azure/Azure-Sentinel,2025-08-25T06:19:28Z,Final policy keeps only the 7 explicit forks; this fork is not listed in forks-to-keep-explicit.csv.
