repository name,repository URL,whether it is a fork,upstream/original repository if available,last updated date,visibility,whether there appear to be unique commits or meaningful changes by me,"whether there are signs of portfolio value, learning value, or contribution value",recommendation,short reason for the recommendation
A2A-MCP-ADK-Integration,https://github.com/Ibraheemolasupogit/A2A-MCP-ADK-Integration,Yes,https://github.com/Ashwinikumar1/A2A-MCP-ADK-Integration,2025-07-23T03:52:18Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
ab-testing-at-edge,https://github.com/Ibraheemolasupogit/ab-testing-at-edge,Yes,https://github.com/aws-samples/ab-testing-at-edge,2025-07-23T06:48:54Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
academicpages.github.io,https://github.com/Ibraheemolasupogit/academicpages.github.io,Yes,https://github.com/academicpages/academicpages.github.io,2025-08-29T09:35:52Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Accelerate-Agentic-AI-DW-200-Agentic,https://github.com/Ibraheemolasupogit/Accelerate-Agentic-AI-DW-200-Agentic,Yes,https://github.com/Cloud-Authority/Accelerate-Agentic-AI,2026-05-03T22:23:30Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Accident-and-Emergency-A-E-Forecasting,https://github.com/Ibraheemolasupogit/Accident-and-Emergency-A-E-Forecasting,Yes,https://github.com/facebook/prophet,2025-06-30T14:59:41Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
agent-framework,https://github.com/Ibraheemolasupogit/agent-framework,Yes,https://github.com/microsoft/agent-framework,2025-10-10T07:39:15Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
agent-innovator-lab,https://github.com/Ibraheemolasupogit/agent-innovator-lab,Yes,https://github.com/Azure/agent-innovator-lab,2025-08-07T13:42:38Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
agentic-ai-lab-foundry,https://github.com/Ibraheemolasupogit/agentic-ai-lab-foundry,Yes,https://github.com/microsoft/agentic-ai-lab,2026-03-10T15:21:38Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
AI-102-AIEngineer,https://github.com/Ibraheemolasupogit/AI-102-AIEngineer,Yes,https://github.com/MicrosoftLearning/AI-102-AIEngineer,2025-07-29T23:02:10Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
ai-agents-for-beginners,https://github.com/Ibraheemolasupogit/ai-agents-for-beginners,Yes,https://github.com/microsoft/ai-agents-for-beginners,2025-08-07T13:37:35Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
AI-For-Beginners,https://github.com/Ibraheemolasupogit/AI-For-Beginners,Yes,https://github.com/microsoft/AI-For-Beginners,2025-08-13T17:30:23Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
ai-gov-uk-website,https://github.com/Ibraheemolasupogit/ai-gov-uk-website,Yes,https://github.com/i-dot-ai/ai-gov-uk-website-archive,2025-08-21T10:30:22Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
ai-infra-cluster-provisioning,https://github.com/Ibraheemolasupogit/ai-infra-cluster-provisioning,Yes,https://github.com/GoogleCloudPlatform/ai-infra-cluster-provisioning,2025-07-23T03:40:36Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
ai-platform-samples,https://github.com/Ibraheemolasupogit/ai-platform-samples,Yes,https://github.com/GoogleCloudPlatform/ai-platform-samples,2025-07-30T16:14:50Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
AI-PredictiveMaintenance,https://github.com/Ibraheemolasupogit/AI-PredictiveMaintenance,Yes,https://github.com/Azure/AI-PredictiveMaintenance,2025-07-22T15:09:29Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Air-Passenger-Count-Prediction-Aircraft,https://github.com/Ibraheemolasupogit/Air-Passenger-Count-Prediction-Aircraft,Yes,https://github.com/ShravyaD-coder/Air-Passenger-Count-Prediction,2025-08-06T15:50:44Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Air-traffic-atdelay-Aircraft,https://github.com/Ibraheemolasupogit/Air-traffic-atdelay-Aircraft,Yes,https://github.com/junzis/atdelay,2025-08-06T15:49:36Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
ALZ-Bicep,https://github.com/Ibraheemolasupogit/ALZ-Bicep,Yes,https://github.com/Azure/ALZ-Bicep,2025-08-22T21:44:36Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-bedrock-agents-healthcare-lifesciences,https://github.com/Ibraheemolasupogit/amazon-bedrock-agents-healthcare-lifesciences,Yes,https://github.com/aws-samples/amazon-bedrock-agents-healthcare-lifesciences,2025-07-11T10:00:13Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-bedrock-rag,https://github.com/Ibraheemolasupogit/amazon-bedrock-rag,Yes,https://github.com/aws-samples/amazon-bedrock-rag,2025-12-15T19:38:52Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-bedrock-samples,https://github.com/Ibraheemolasupogit/amazon-bedrock-samples,Yes,https://github.com/aws-samples/amazon-bedrock-samples,2025-07-11T10:07:21Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-codewhisperer-workshop,https://github.com/Ibraheemolasupogit/amazon-codewhisperer-workshop,Yes,https://github.com/aws-samples/amazon-codewhisperer-workshop,2025-07-20T04:51:26Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-dynamodb-labs,https://github.com/Ibraheemolasupogit/amazon-dynamodb-labs,Yes,https://github.com/aws-samples/amazon-dynamodb-labs,2025-07-10T02:01:59Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-ec2-nice-dcv-semiconductor-wafer-data_MATLAB,https://github.com/Ibraheemolasupogit/amazon-ec2-nice-dcv-semiconductor-wafer-data_MATLAB,Yes,https://github.com/aws-samples/amazon-ec2-nice-dcv-semiconductor-wafer-data,2025-07-23T22:38:20Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-mlops-example-tensorflow,https://github.com/Ibraheemolasupogit/amazon-mlops-example-tensorflow,Yes,https://github.com/aws-samples/amazon-mlops-example-tensorflow,2025-08-31T17:33:50Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-mwaa-examples,https://github.com/Ibraheemolasupogit/amazon-mwaa-examples,Yes,https://github.com/aws-samples/amazon-mwaa-examples,2025-07-09T11:38:15Z,public,No obvious unique commits from public metadata,portfolio/reference; learning; contribution/reference,KEEP,Shows portfolio/reference; learning; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-nova-samples,https://github.com/Ibraheemolasupogit/amazon-nova-samples,Yes,https://github.com/aws-samples/amazon-nova-samples,2025-07-20T08:27:10Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-personalize-samples,https://github.com/Ibraheemolasupogit/amazon-personalize-samples,Yes,https://github.com/aws-samples/amazon-personalize-samples,2025-07-19T16:30:10Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-redshift-udfs,https://github.com/Ibraheemolasupogit/amazon-redshift-udfs,Yes,https://github.com/aws-samples/amazon-redshift-udfs,2025-07-20T19:31:25Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-rekognition-virtual-proctor,https://github.com/Ibraheemolasupogit/amazon-rekognition-virtual-proctor,Yes,https://github.com/aws-samples/amazon-rekognition-virtual-proctor,2025-07-19T16:09:24Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-sagemaker-ab-testing-pipeline,https://github.com/Ibraheemolasupogit/amazon-sagemaker-ab-testing-pipeline,Yes,https://github.com/aws-samples/amazon-sagemaker-ab-testing-pipeline,2025-07-23T06:49:18Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-sagemaker-examples,https://github.com/Ibraheemolasupogit/amazon-sagemaker-examples,Yes,https://github.com/aws/amazon-sagemaker-examples,2025-12-25T15:13:02Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-sagemaker-generativeai,https://github.com/Ibraheemolasupogit/amazon-sagemaker-generativeai,Yes,https://github.com/aws-samples/amazon-sagemaker-generativeai,2025-07-09T13:59:44Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
amazon-sagemaker-predictive-maintenance,https://github.com/Ibraheemolasupogit/amazon-sagemaker-predictive-maintenance,Yes,https://github.com/aws-samples/amazon-sagemaker-predictive-maintenance,2025-07-22T15:07:24Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-textract-textractor,https://github.com/Ibraheemolasupogit/amazon-textract-textractor,Yes,https://github.com/aws-samples/amazon-textract-textractor,2025-07-19T16:12:25Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
amazon-transcribe-live-call-analytics,https://github.com/Ibraheemolasupogit/amazon-transcribe-live-call-analytics,Yes,https://github.com/aws-samples/amazon-transcribe-live-call-analytics,2025-07-19T16:18:34Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
Amazon-Translate-document-translation,https://github.com/Ibraheemolasupogit/Amazon-Translate-document-translation,Yes,https://github.com/aws-samples/document-translation,2025-07-19T16:27:47Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
analytical-data-style-guide-SW,https://github.com/Ibraheemolasupogit/analytical-data-style-guide-SW,Yes,https://github.com/nhsengland/analytical-data-style-guide-SW,2025-08-20T13:54:43Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
ansible,https://github.com/Ibraheemolasupogit/ansible,Yes,https://github.com/Abdulexcel/ansible,2025-08-11T21:31:00Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
Apache-airflow,https://github.com/Ibraheemolasupogit/Apache-airflow,Yes,https://github.com/apache/airflow,2025-08-03T18:41:28Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
Apache-arrow,https://github.com/Ibraheemolasupogit/Apache-arrow,Yes,https://github.com/Salimahtechy/Apache-arrow,2025-08-08T18:31:59Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
Apache-flink,https://github.com/Ibraheemolasupogit/Apache-flink,Yes,https://github.com/Salimahtechy/flink,2025-08-07T16:22:07Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
Apache-hadoop,https://github.com/Ibraheemolasupogit/Apache-hadoop,Yes,https://github.com/apache/hadoop,2025-08-06T14:12:04Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
Apache-kafka,https://github.com/Ibraheemolasupogit/Apache-kafka,Yes,https://github.com/apache/kafka,2025-08-06T14:12:59Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
Apache-superset,https://github.com/Ibraheemolasupogit/Apache-superset,Yes,https://github.com/Salimahtechy/superset,2025-08-06T19:21:36Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
AppliedNLPMaterial,https://github.com/Ibraheemolasupogit/AppliedNLPMaterial,Yes,https://github.com/DataScienceHamburg/AppliedNLPMaterial,2025-10-19T04:26:35Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
au-azure-databricks-cicd,https://github.com/Ibraheemolasupogit/au-azure-databricks-cicd,Yes,https://github.com/nhsx/au-azure-databricks-cicd,2025-08-04T11:34:36Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
autogen,https://github.com/Ibraheemolasupogit/autogen,Yes,https://github.com/microsoft/autogen,2025-07-31T18:04:03Z,public,No obvious unique commits from public metadata,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
autoscaler,https://github.com/Ibraheemolasupogit/autoscaler,Yes,https://github.com/kubernetes/autoscaler,2025-08-28T15:36:00Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; contribution/reference,KEEP,Shows portfolio/reference; contribution/reference value; preserve unless a manual review finds it duplicated elsewhere.
awesome-ai-agents,https://github.com/Ibraheemolasupogit/awesome-ai-agents,Yes,https://github.com/e2b-dev/awesome-ai-agents,2025-08-07T13:41:12Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
awesome-ml-for-cybersecurity,https://github.com/Ibraheemolasupogit/awesome-ml-for-cybersecurity,Yes,https://github.com/jivoi/awesome-ml-for-cybersecurity,2025-08-22T21:39:21Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
aws-fraud-detector-samples,https://github.com/Ibraheemolasupogit/aws-fraud-detector-samples,Yes,https://github.com/aws-samples/aws-fraud-detector-samples,2025-07-19T16:20:21Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
aws-lex-web-ui,https://github.com/Ibraheemolasupogit/aws-lex-web-ui,Yes,https://github.com/aws-samples/aws-lex-web-ui,2025-07-19T16:13:23Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
aws-machine-learning-university-accelerated-nlp,https://github.com/Ibraheemolasupogit/aws-machine-learning-university-accelerated-nlp,Yes,https://github.com/aws-samples/aws-machine-learning-university-accelerated-nlp,2025-07-20T01:16:13Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
aws-machine-learning-university-Decision-Trees-and-Ensemble-Methods-Class,https://github.com/Ibraheemolasupogit/aws-machine-learning-university-Decision-Trees-and-Ensemble-Methods-Class,Yes,https://github.com/aws-samples/aws-machine-learning-university-dte,2025-07-23T06:08:08Z,public,Possible: metadata or repository activity changed after fork creation,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
aws-saa-c03,https://github.com/Ibraheemolasupogit/aws-saa-c03,Yes,https://github.com/vicjor/aws-saa-c03,2025-07-09T11:02:07Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
aws-serverless-airline-booking,https://github.com/Ibraheemolasupogit/aws-serverless-airline-booking,Yes,https://github.com/aws-samples/aws-serverless-airline-booking,2025-08-06T14:15:25Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
aws-serverless-nlp-comprehend-using-aws-cdk,https://github.com/Ibraheemolasupogit/aws-serverless-nlp-comprehend-using-aws-cdk,Yes,https://github.com/aws-samples/aws-serverless-nlp-comprehend-using-aws-cdk,2025-07-19T16:26:29Z,public,No obvious unique commits from public metadata,portfolio/reference,KEEP,Shows portfolio/reference value; preserve unless a manual review finds it duplicated elsewhere.
AZ-104-MicrosoftAzureAdministrator,https://github.com/Ibraheemolasupogit/AZ-104-MicrosoftAzureAdministrator,Yes,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator,2025-06-30T11:07:55Z,public,Possible: fork branch has pushes at/after fork creation; could be user work or a sync,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
az-2003-deploy-cloud-native-applications-using-azure-container-apps,https://github.com/Ibraheemolasupogit/az-2003-deploy-cloud-native-applications-using-azure-container-apps,Yes,https://github.com/MicrosoftLearning/az-2003-deploy-cloud-native-applications-using-azure-container-apps,2025-11-18T07:46:26Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
AZ-2006-automate-azure-loadtesting-github-actions,https://github.com/Ibraheemolasupogit/AZ-2006-automate-azure-loadtesting-github-actions,Yes,https://github.com/MicrosoftLearning/AZ-2006-automate-azure-loadtesting-github-actions,2025-07-13T09:26:47Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
AZ-204-DevelopingSolutionsforMicrosoftAzure-Devops-Prereq,https://github.com/Ibraheemolasupogit/AZ-204-DevelopingSolutionsforMicrosoftAzure-Devops-Prereq,Yes,https://github.com/MicrosoftLearning/AZ-204-DevelopingSolutionsforMicrosoftAzure,2025-08-19T10:18:36Z,public,No obvious unique commits from public metadata,portfolio/reference; learning,KEEP,Shows portfolio/reference; learning value; preserve unless a manual review finds it duplicated elsewhere.
