repo name,repo URL,upstream/parent if available,last updated date,reason it was originally marked REVIEW,new second-stage category,deletion confidence from 1 to 5,short reason
a2a-samples,https://github.com/Ibraheemolasupogit/a2a-samples,https://github.com/a2aproject/a2a-samples,2025-07-23T03:51:20Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
Academind-react-complete-guide-code,https://github.com/Ibraheemolasupogit/Academind-react-complete-guide-code,https://github.com/academind/react-complete-guide-code,2025-06-29T10:57:25Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
APL-2002-develop-aspnet-core-consumes-api,https://github.com/Ibraheemolasupogit/APL-2002-develop-aspnet-core-consumes-api,https://github.com/MicrosoftLearning/APL-2002-develop-aspnet-core-consumes-api,2025-11-23T17:12:18Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
AZ-1008-Administer-Active-Directory-Domain-Services,https://github.com/Ibraheemolasupogit/AZ-1008-Administer-Active-Directory-Domain-Services,https://github.com/MicrosoftLearning/AZ-1008-Administer-Active-Directory-Domain-Services,2025-11-04T15:47:20Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
AZ-2007-Accelerate-app-development-by-using-GitHub-Copilot,https://github.com/Ibraheemolasupogit/AZ-2007-Accelerate-app-development-by-using-GitHub-Copilot,https://github.com/MicrosoftLearning/AZ-2007-Accelerate-app-development-by-using-GitHub-Copilot,2025-07-13T09:23:53Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
az-204-examples,https://github.com/Ibraheemolasupogit/az-204-examples,https://github.com/iveylabs/az-204-examples,2026-01-18T08:04:43Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
clean-code-course-code,https://github.com/Ibraheemolasupogit/clean-code-course-code,https://github.com/academind/clean-code-course-code,2025-08-04T19:06:43Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
cloud-build-samples,https://github.com/Ibraheemolasupogit/cloud-build-samples,https://github.com/GoogleCloudPlatform/cloud-build-samples,2025-08-03T14:24:50Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
code-contributions,https://github.com/Ibraheemolasupogit/code-contributions,https://github.com/Roshanjossey/code-contributions,2025-08-02T18:26:13Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
course-deep-learning-bootcamp,https://github.com/Ibraheemolasupogit/course-deep-learning-bootcamp,https://github.com/AISCIENCES/course-deep-learning-bootcamp,2025-08-04T21:11:28Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
course-pytorch,https://github.com/Ibraheemolasupogit/course-pytorch,https://github.com/AISCIENCES/course-pytorch,2025-08-04T20:50:39Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
data-science-interviews,https://github.com/Ibraheemolasupogit/data-science-interviews,https://github.com/alexeygrigorev/data-science-interviews,2025-08-13T12:12:57Z,Evidence is uncertain or incomplete; review manually before deletion.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
dp-300-database-administrator,https://github.com/Ibraheemolasupogit/dp-300-database-administrator,https://github.com/MicrosoftLearning/dp-300-database-administrator,2025-07-30T11:57:43Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
fabric-cli-powerbi-cicd-sample,https://github.com/Ibraheemolasupogit/fabric-cli-powerbi-cicd-sample,https://github.com/RuiRomano/fabric-cli-powerbi-cicd-sample,2025-07-29T13:47:13Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
Git-Hub-Actions-cache,https://github.com/Ibraheemolasupogit/Git-Hub-Actions-cache,https://github.com/actions/cache,2025-08-02T05:56:11Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
Git-Hub-Actions-download-artifact,https://github.com/Ibraheemolasupogit/Git-Hub-Actions-download-artifact,https://github.com/actions/download-artifact,2025-08-01T23:22:18Z,Evidence is uncertain or incomplete; review manually before deletion.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
Git-Hub-Actions-JavaScript-toolkit,https://github.com/Ibraheemolasupogit/Git-Hub-Actions-JavaScript-toolkit,https://github.com/actions/toolkit,2025-08-02T15:02:27Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
Git-Hub-Actions-runner-images,https://github.com/Ibraheemolasupogit/Git-Hub-Actions-runner-images,https://github.com/actions/runner-images,2025-08-02T05:32:25Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
Git-Hub-Actions-upload-artifact,https://github.com/Ibraheemolasupogit/Git-Hub-Actions-upload-artifact,https://github.com/actions/upload-artifact,2025-08-01T23:22:54Z,Evidence is uncertain or incomplete; review manually before deletion.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
GitHub-actions-checkout,https://github.com/Ibraheemolasupogit/GitHub-actions-checkout,https://github.com/actions/checkout,2025-08-01T05:47:57Z,Evidence is uncertain or incomplete; review manually before deletion.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
GitHub-Actions-setup-node,https://github.com/Ibraheemolasupogit/GitHub-Actions-setup-node,https://github.com/actions/setup-node,2025-08-01T06:42:50Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
GitHub-actions-starter-workflows,https://github.com/Ibraheemolasupogit/GitHub-actions-starter-workflows,https://github.com/actions/starter-workflows,2025-08-01T08:22:22Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
GoogleCloudSkillsboost,https://github.com/Ibraheemolasupogit/GoogleCloudSkillsboost,https://github.com/Itsabhishek7py/GoogleCloudSkillsboost,2025-08-27T18:36:57Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
GurobiExamples,https://github.com/Ibraheemolasupogit/GurobiExamples,https://github.com/AustinLBuchanan/GurobiExamples,2025-06-29T07:08:13Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
MB-800-Business-Central-Functional-Consultant,https://github.com/Ibraheemolasupogit/MB-800-Business-Central-Functional-Consultant,https://github.com/MicrosoftLearning/MB-800-Business-Central-Functional-Consultant,2026-05-04T18:57:48Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
MD-102T00-Microsoft-365-Endpoint-Administrator,https://github.com/Ibraheemolasupogit/MD-102T00-Microsoft-365-Endpoint-Administrator,https://github.com/MicrosoftLearning/MD-102T00-Microsoft-365-Endpoint-Administrator,2025-11-06T09:11:29Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
Microsoft-Fabric-project-by-Microsoft,https://github.com/Ibraheemolasupogit/Microsoft-Fabric-project-by-Microsoft,https://github.com/microsoft/fabric-samples,2025-06-29T01:07:03Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
MS-102T00-Microsoft-365-Administrator-Essentials,https://github.com/Ibraheemolasupogit/MS-102T00-Microsoft-365-Administrator-Essentials,https://github.com/MicrosoftLearning/MS-102T00-Microsoft-365-Administrator-Essentials,2026-01-11T10:04:53Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
MS-700-Managing-Microsoft-Teams,https://github.com/Ibraheemolasupogit/MS-700-Managing-Microsoft-Teams,https://github.com/MicrosoftLearning/MS-700-Managing-Microsoft-Teams,2025-07-13T08:46:16Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
MS-900T01-Microsoft-365-Fundamentals,https://github.com/Ibraheemolasupogit/MS-900T01-Microsoft-365-Fundamentals,https://github.com/molenaar/ms-900,2025-07-13T08:51:40Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
MS-Fabric-Essentials-Workshop,https://github.com/Ibraheemolasupogit/MS-Fabric-Essentials-Workshop,https://github.com/Cloud2BR-MSFTLearningHub/MS-Fabric-Essentials-Workshop,2025-10-21T09:44:43Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
mslearn-aspnet-api-ASP-CoreWeb,https://github.com/Ibraheemolasupogit/mslearn-aspnet-api-ASP-CoreWeb,https://github.com/MicrosoftLearning/mslearn-aspnet-api,2025-11-26T07:27:05Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
mslearn-develop-oop-csharp,https://github.com/Ibraheemolasupogit/mslearn-develop-oop-csharp,https://github.com/MicrosoftLearning/mslearn-develop-oop-csharp,2025-10-31T15:06:25Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
mslearn-github-GH-900-100-200-300-500,https://github.com/Ibraheemolasupogit/mslearn-github-GH-900-100-200-300-500,https://github.com/MicrosoftLearning/mslearn-github,2026-05-09T12:50:16Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
mslearn-postgresql,https://github.com/Ibraheemolasupogit/mslearn-postgresql,https://github.com/MicrosoftLearning/mslearn-postgresql,2025-11-04T15:44:55Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
mslearn-sql-dev,https://github.com/Ibraheemolasupogit/mslearn-sql-dev,https://github.com/MicrosoftLearning/mslearn-sql-dev,2025-11-03T07:27:31Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
mslearn-sql-developer-DP-800,https://github.com/Ibraheemolasupogit/mslearn-sql-developer-DP-800,https://github.com/MicrosoftLearning/mslearn-sql-developer,2026-05-08T11:20:32Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
nanoVLM,https://github.com/Ibraheemolasupogit/nanoVLM,https://github.com/huggingface/nanoVLM,2025-08-13T17:40:09Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
open-optimization-or-examples,https://github.com/Ibraheemolasupogit/open-optimization-or-examples,https://github.com/open-optimization/open-optimization-or-examples,2025-06-29T07:03:03Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
PL-200-Power-Platform-Functional-Consultant_Powerapps,https://github.com/Ibraheemolasupogit/PL-200-Power-Platform-Functional-Consultant_Powerapps,https://github.com/MicrosoftLearning/PL-200-Power-Platform-Functional-Consultant,2025-11-16T02:37:41Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
PL-400_Microsoft-Power-Platform-Developer,https://github.com/Ibraheemolasupogit/PL-400_Microsoft-Power-Platform-Developer,https://github.com/MicrosoftLearning/PL-400_Microsoft-Power-Platform-Developer,2025-07-13T08:04:17Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
PL-7001-Create-and-manage-canvas-apps-with-Power-Apps,https://github.com/Ibraheemolasupogit/PL-7001-Create-and-manage-canvas-apps-with-Power-Apps,https://github.com/MicrosoftLearning/PL-7001-Create-and-manage-canvas-apps-with-Power-Apps,2025-07-08T17:14:56Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
PL-7002-Create-and-Manage-Automated-Processes-by-using-Power-Automate,https://github.com/Ibraheemolasupogit/PL-7002-Create-and-Manage-Automated-Processes-by-using-Power-Automate,https://github.com/MicrosoftLearning/PL-7002-Create-and-Manage-Automated-Processes-by-using-Power-Automate,2025-07-08T14:56:50Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
prompt-flow-labs,https://github.com/Ibraheemolasupogit/prompt-flow-labs,https://github.com/azureandsecurityotaku/prompt-flow-labs,2025-11-14T09:58:55Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
python-debugging-vscode,https://github.com/Ibraheemolasupogit/python-debugging-vscode,https://github.com/j2eeexpert2015/python-debugging-vscode,2025-12-18T21:07:58Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
SC-100-Microsoft-Cybersecurity-Architect,https://github.com/Ibraheemolasupogit/SC-100-Microsoft-Cybersecurity-Architect,https://github.com/MicrosoftLearning/SC-100-Microsoft-Cybersecurity-Architect,2025-10-07T14:06:06Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
SC-300-Identity-and-Access-Administrator,https://github.com/Ibraheemolasupogit/SC-300-Identity-and-Access-Administrator,https://github.com/MicrosoftLearning/SC-300-Identity-and-Access-Administrator,2025-07-13T07:32:43Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
SC-5003_Information-protection-and-Data-Loss-Prevention,https://github.com/Ibraheemolasupogit/SC-5003_Information-protection-and-Data-Loss-Prevention,https://github.com/MicrosoftLearning/SC-5003_Information-protection-and-Data-Loss-Prevention,2025-07-13T07:28:31Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
SC-5007-Implement-retention-eDiscovery-and-Communication-compliance-in-Microsoft-Purview,https://github.com/Ibraheemolasupogit/SC-5007-Implement-retention-eDiscovery-and-Communication-compliance-in-Microsoft-Purview,https://github.com/MicrosoftLearning/SC-5007-Implement-retention-eDiscovery-and-Communication-compliance-in-Microsoft-Purview,2025-08-26T08:42:04Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
scikit-survival-Analysis,https://github.com/Ibraheemolasupogit/scikit-survival-Analysis,https://github.com/sebp/scikit-survival,2025-08-09T09:12:33Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
the-turing-way,https://github.com/Ibraheemolasupogit/the-turing-way,https://github.com/the-turing-way/the-turing-way,2025-08-20T13:17:53Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
tnm-stage-classifier,https://github.com/Ibraheemolasupogit/tnm-stage-classifier,https://github.com/tatonetti-lab/tnm-stage-classifier,2025-07-09T08:41:00Z,Evidence is uncertain or incomplete; review manually before deletion.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
vertex-pipelines-end-to-end-samples,https://github.com/Ibraheemolasupogit/vertex-pipelines-end-to-end-samples,https://github.com/GoogleCloudPlatform/vertex-pipelines-end-to-end-samples,2025-07-30T16:16:39Z,Learning/reference fork; review before deleting even if no unique commits are obvious.,possible-learning-value,1,"Name, upstream, or original audit signal suggests course, lab, certification, GitHub Actions, or learning/reference value."
